index,HeartRate,TotalSteps,TotalMinutesAsleep
2016-04-12 00:00:00+00:00,61.475,271816.0,5745.0
2016-04-12 00:01:00+00:00,64.02439024390245,271816.0,5745.0
2016-04-12 00:02:00+00:00,64.15789473684211,271816.0,5745.0
2016-04-12 00:03:00+00:00,64.08333333333333,271816.0,5745.0
2016-04-12 00:04:00+00:00,63.888888888888886,271816.0,5745.0
2016-04-12 00:05:00+00:00,65.05128205128206,271816.0,5745.0
2016-04-12 00:06:00+00:00,65.38888888888889,271816.0,5745.0
2016-04-12 00:07:00+00:00,65.55882352941177,271816.0,5745.0
2016-04-12 00:08:00+00:00,65.8108108108108,271816.0,5745.0
2016-04-12 00:09:00+00:00,68.5,271816.0,5745.0
2016-04-12 00:10:00+00:00,62.80952380952381,271816.0,5745.0
2016-04-12 00:11:00+00:00,61.170731707317074,271816.0,5745.0
2016-04-12 00:12:00+00:00,63.5,271816.0,5745.0
2016-04-12 00:13:00+00:00,63.02857142857143,271816.0,5745.0
2016-04-12 00:14:00+00:00,63.7027027027027,271816.0,5745.0
2016-04-12 00:15:00+00:00,63.674418604651166,271816.0,5745.0
2016-04-12 00:16:00+00:00,63.714285714285715,271816.0,5745.0
2016-04-12 00:17:00+00:00,59.9375,271816.0,5745.0
2016-04-12 00:18:00+00:00,62.0,271816.0,5745.0
2016-04-12 00:19:00+00:00,59.64705882352941,271816.0,5745.0
2016-04-12 00:20:00+00:00,57.57142857142857,271816.0,5745.0
2016-04-12 00:21:00+00:00,57.92857142857143,271816.0,5745.0
2016-04-12 00:22:00+00:00,60.38461538461539,271816.0,5745.0
2016-04-12 00:23:00+00:00,68.3529411764706,271816.0,5745.0
2016-04-12 00:24:00+00:00,69.85,271816.0,5745.0
2016-04-12 00:25:00+00:00,61.24390243902439,271816.0,5745.0
2016-04-12 00:26:00+00:00,61.73170731707317,271816.0,5745.0
2016-04-12 00:27:00+00:00,60.583333333333336,271816.0,5745.0
2016-04-12 00:28:00+00:00,61.47222222222222,271816.0,5745.0
2016-04-12 00:29:00+00:00,61.18421052631579,271816.0,5745.0
2016-04-12 00:30:00+00:00,60.891891891891895,271816.0,5745.0
2016-04-12 00:31:00+00:00,61.142857142857146,271816.0,5745.0
2016-04-12 00:32:00+00:00,61.41463414634146,271816.0,5745.0
2016-04-12 00:33:00+00:00,61.88235294117647,271816.0,5745.0
2016-04-12 00:34:00+00:00,61.333333333333336,271816.0,5745.0
2016-04-12 00:35:00+00:00,61.0,271816.0,5745.0
2016-04-12 00:36:00+00:00,60.885714285714286,271816.0,5745.0
2016-04-12 00:37:00+00:00,61.583333333333336,271816.0,5745.0
2016-04-12 00:38:00+00:00,60.94117647058823,271816.0,5745.0
2016-04-12 00:39:00+00:00,60.94871794871795,271816.0,5745.0
2016-04-12 00:40:00+00:00,60.97142857142857,271816.0,5745.0
2016-04-12 00:41:00+00:00,60.94736842105263,271816.0,5745.0
2016-04-12 00:42:00+00:00,60.470588235294116,271816.0,5745.0
2016-04-12 00:43:00+00:00,60.921052631578945,271816.0,5745.0
2016-04-12 00:44:00+00:00,61.083333333333336,271816.0,5745.0
2016-04-12 00:45:00+00:00,61.625,271816.0,5745.0
2016-04-12 00:46:00+00:00,65.39024390243902,271816.0,5745.0
2016-04-12 00:47:00+00:00,61.94230769230769,271816.0,5745.0
2016-04-12 00:48:00+00:00,68.62962962962963,271816.0,5745.0
2016-04-12 00:49:00+00:00,63.490196078431374,271816.0,5745.0
2016-04-12 00:50:00+00:00,68.475,271816.0,5745.0
2016-04-12 00:51:00+00:00,69.8780487804878,271816.0,5745.0
2016-04-12 00:52:00+00:00,70.2051282051282,271816.0,5745.0
2016-04-12 00:53:00+00:00,64.5625,271816.0,5745.0
2016-04-12 00:54:00+00:00,64.41463414634147,271816.0,5745.0
2016-04-12 00:55:00+00:00,65.3125,271816.0,5745.0
2016-04-12 00:56:00+00:00,64.14285714285714,271816.0,5745.0
2016-04-12 00:57:00+00:00,66.5,271816.0,5745.0
2016-04-12 00:58:00+00:00,67.0,271816.0,5745.0
2016-04-12 00:59:00+00:00,66.1025641025641,271816.0,5745.0
2016-04-12 01:00:00+00:00,65.52083333333333,271816.0,5745.0
2016-04-12 01:01:00+00:00,63.853658536585364,271816.0,5745.0
2016-04-12 01:02:00+00:00,62.951219512195124,271816.0,5745.0
2016-04-12 01:03:00+00:00,63.46153846153846,271816.0,5745.0
2016-04-12 01:04:00+00:00,66.02222222222223,271816.0,5745.0
2016-04-12 01:05:00+00:00,63.666666666666664,271816.0,5745.0
2016-04-12 01:06:00+00:00,63.486486486486484,271816.0,5745.0
2016-04-12 01:07:00+00:00,61.142857142857146,271816.0,5745.0
2016-04-12 01:08:00+00:00,57.44444444444444,271816.0,5745.0
2016-04-12 01:09:00+00:00,58.4,271816.0,5745.0
2016-04-12 01:10:00+00:00,59.84090909090909,271816.0,5745.0
2016-04-12 01:11:00+00:00,62.04081632653061,271816.0,5745.0
2016-04-12 01:12:00+00:00,60.625,271816.0,5745.0
2016-04-12 01:13:00+00:00,62.15555555555556,271816.0,5745.0
2016-04-12 01:14:00+00:00,59.97727272727273,271816.0,5745.0
2016-04-12 01:15:00+00:00,59.73913043478261,271816.0,5745.0
2016-04-12 01:16:00+00:00,62.1219512195122,271816.0,5745.0
2016-04-12 01:17:00+00:00,59.723404255319146,271816.0,5745.0
2016-04-12 01:18:00+00:00,59.4,271816.0,5745.0
2016-04-12 01:19:00+00:00,63.15909090909091,271816.0,5745.0
2016-04-12 01:20:00+00:00,61.65217391304348,271816.0,5745.0
2016-04-12 01:21:00+00:00,63.0,271816.0,5745.0
2016-04-12 01:22:00+00:00,64.39583333333333,271816.0,5745.0
2016-04-12 01:23:00+00:00,62.851063829787236,271816.0,5745.0
2016-04-12 01:24:00+00:00,61.11904761904762,271816.0,5745.0
2016-04-12 01:25:00+00:00,62.76744186046512,271816.0,5745.0
2016-04-12 01:26:00+00:00,63.63636363636363,271816.0,5745.0
2016-04-12 01:27:00+00:00,65.8409090909091,271816.0,5745.0
2016-04-12 01:28:00+00:00,62.67391304347826,271816.0,5745.0
2016-04-12 01:29:00+00:00,57.54545454545455,271816.0,5745.0
2016-04-12 01:30:00+00:00,61.333333333333336,271816.0,5745.0
2016-04-12 01:31:00+00:00,63.205128205128204,271816.0,5745.0
2016-04-12 01:32:00+00:00,65.05882352941177,271816.0,5745.0
2016-04-12 01:33:00+00:00,63.26086956521739,271816.0,5745.0
2016-04-12 01:34:00+00:00,62.644444444444446,271816.0,5745.0
2016-04-12 01:35:00+00:00,62.08888888888889,271816.0,5745.0
2016-04-12 01:36:00+00:00,62.568627450980394,271816.0,5745.0
2016-04-12 01:37:00+00:00,64.17647058823529,271816.0,5745.0
2016-04-12 01:38:00+00:00,62.108695652173914,271816.0,5745.0
2016-04-12 01:39:00+00:00,62.94230769230769,271816.0,5745.0
2016-04-12 01:40:00+00:00,61.56521739130435,271816.0,5745.0
2016-04-12 01:41:00+00:00,64.33333333333333,271816.0,5745.0
2016-04-12 01:42:00+00:00,61.333333333333336,271816.0,5745.0
2016-04-12 01:43:00+00:00,61.851063829787236,271816.0,5745.0
2016-04-12 01:44:00+00:00,61.577777777777776,271816.0,5745.0
2016-04-12 01:45:00+00:00,62.588235294117645,271816.0,5745.0
2016-04-12 01:46:00+00:00,63.28260869565217,271816.0,5745.0
2016-04-12 01:47:00+00:00,63.55769230769231,271816.0,5745.0
2016-04-12 01:48:00+00:00,62.82,271816.0,5745.0
2016-04-12 01:49:00+00:00,63.888888888888886,271816.0,5745.0
2016-04-12 01:50:00+00:00,60.975,271816.0,5745.0
2016-04-12 01:51:00+00:00,62.72549019607843,271816.0,5745.0
2016-04-12 01:52:00+00:00,63.36363636363637,271816.0,5745.0
2016-04-12 01:53:00+00:00,62.666666666666664,271816.0,5745.0
2016-04-12 01:54:00+00:00,60.583333333333336,271816.0,5745.0
2016-04-12 01:55:00+00:00,61.09756097560975,271816.0,5745.0
2016-04-12 01:56:00+00:00,61.275,271816.0,5745.0
2016-04-12 01:57:00+00:00,60.25581395348837,271816.0,5745.0
2016-04-12 01:58:00+00:00,59.8,271816.0,5745.0
2016-04-12 01:59:00+00:00,59.794871794871796,271816.0,5745.0
2016-04-12 02:00:00+00:00,60.48837209302326,271816.0,5745.0
2016-04-12 02:01:00+00:00,60.292682926829265,271816.0,5745.0
2016-04-12 02:02:00+00:00,60.86842105263158,271816.0,5745.0
2016-04-12 02:03:00+00:00,61.10526315789474,271816.0,5745.0
2016-04-12 02:04:00+00:00,60.87179487179487,271816.0,5745.0
2016-04-12 02:05:00+00:00,60.48571428571429,271816.0,5745.0
2016-04-12 02:06:00+00:00,61.125,271816.0,5745.0
2016-04-12 02:07:00+00:00,61.130434782608695,271816.0,5745.0
2016-04-12 02:08:00+00:00,60.475,271816.0,5745.0
2016-04-12 02:09:00+00:00,59.972972972972975,271816.0,5745.0
2016-04-12 02:10:00+00:00,59.97435897435897,271816.0,5745.0
2016-04-12 02:11:00+00:00,59.891891891891895,271816.0,5745.0
2016-04-12 02:12:00+00:00,61.51282051282051,271816.0,5745.0
2016-04-12 02:13:00+00:00,60.86046511627907,271816.0,5745.0
2016-04-12 02:14:00+00:00,61.25,271816.0,5745.0
